,features,timepoint,subject
704,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 626, 3580, 3071, 2411, 2144, 2013, 2082, 2498, 3610, 5821, 9578, 13066, 16404, 18819, 14009, 17014, 14794, 13294, 12239, 11990, 11999, 11769, 11867, 11814, 11796, 11602, 11449, 11603, 12286, 13445, 15551, 17171, 17913, 18266, 18628, 18090, 17710, 16415, 13968, 8733, 9445, 7395, 5921, 4902, 4017, 3513, 2876, 2570, 2201, 1984, 1714, 1435, 1302, 1162, 1050, 871, 787, 692, 595, 607, 535, 495, 424, 377, 251, 338, 311, 297, 286, 238, 230, 216, 220, 183, 156, 171, 132, 124, 103, 94, 93, 87, 74, 68, 49, 48, 42, 39, 31, 17, 21, 23, 21, 12, 6, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00774
705,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 1272, 4044, 11050, 20469, 22735, 24773, 22913, 21409, 18957, 16862, 14640, 15358, 13333, 13726, 14221, 14807, 16070, 19042, 17465, 17113, 16568, 16060, 15554, 16178, 14016, 13295, 11306, 8822, 7313, 7185, 5972, 5254, 4401, 3864, 3304, 3187, 2571, 2344, 2132, 1949, 1781, 1764, 1513, 1337, 1312, 1207, 1285, 1094, 1096, 1023, 960, 901, 1011, 871, 846, 858, 848, 882, 971, 752, 715, 712, 652, 552, 627, 459, 444, 419, 376, 339, 403, 292, 271, 241, 198, 196, 160, 126, 117, 81, 83, 74, 59, 55, 47, 32, 18, 24, 27, 14, 11, 8, 7, 4, 3, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00774
706,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 351, 1172, 2282, 5214, 8391, 16247, 18598, 22304, 17245, 17467, 13464, 14331, 11497, 12889, 10305, 11354, 9129, 9993, 8229, 9056, 7659, 8606, 7544, 8598, 7327, 8375, 7458, 8796, 7400, 8684, 7451, 9251, 8334, 10329, 9208, 10949, 9410, 10399, 8583, 9397, 7523, 8200, 6563, 6966, 5460, 5821, 4128, 4233, 3742, 2777, 2920, 2419, 2584, 2129, 2367, 1911, 2268, 1870, 2081, 1637, 1870, 1654, 1827, 1494, 1693, 1425, 1625, 1412, 1637, 1308, 1532, 1360, 1465, 1251, 1514, 1232, 1507, 1263, 1504, 1275, 1396, 1189, 1321, 1055, 1163, 926, 1034, 768, 724, 478, 471, 274, 183, 114, 68, 29, 17, 5, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00776
707,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 475, 855, 1018, 1418, 2150, 3209, 4416, 6141, 7963, 12450, 11482, 12035, 12285, 11797, 11058, 10663, 10140, 11872, 8949, 8467, 7982, 7663, 7337, 6895, 6410, 6117, 7197, 5645, 5464, 5164, 5100, 4968, 4893, 4707, 5800, 4578, 4520, 4503, 4389, 4281, 4207, 4096, 5298, 4119, 4027, 3999, 4139, 4368, 4416, 4497, 4589, 5858, 4985, 5291, 5525, 5571, 5922, 6369, 6296, 8354, 6771, 6680, 6689, 6686, 6727, 6609, 6660, 8142, 6566, 6339, 6060, 6013, 5707, 5524, 5435, 5118, 6197, 4673, 4555, 4526, 4408, 3984, 3643, 3330, 3514, 2198, 1767, 1157, 774, 487, 290, 183, 111, 46, 21, 15, 2, 6, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00776
708,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 321, 928, 1006, 1547, 1474, 2051, 4120, 5571, 8277, 15031, 15340, 20761, 16954, 16443, 18245, 13001, 14233, 10147, 9013, 10182, 7574, 8550, 6504, 6139, 7223, 5693, 6705, 5130, 4898, 5895, 4602, 4391, 5407, 4222, 5181, 4008, 3976, 5108, 4116, 5083, 4009, 4106, 5026, 3995, 4905, 3838, 3868, 4781, 3868, 3964, 5132, 4261, 5970, 4999, 5384, 7251, 6122, 8136, 6545, 6602, 7959, 6258, 7534, 5864, 5571, 6471, 4954, 5797, 4393, 4344, 5073, 3883, 3637, 4269, 3259, 3790, 2832, 2722, 3254, 2546, 2900, 2166, 2047, 2567, 1969, 2101, 1429, 1161, 1173, 700, 531, 459, 229, 156, 59, 32, 28, 9, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00779
709,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 89, 166, 329, 508, 837, 1429, 2192, 3593, 5826, 6431, 11583, 15525, 19321, 20785, 20466, 18057, 11835, 13833, 12128, 10676, 10094, 9126, 8617, 6367, 7835, 7289, 7027, 6611, 6304, 5876, 4251, 5506, 5210, 5171, 5142, 4976, 5090, 3796, 5258, 5339, 5469, 5764, 6080, 6479, 5156, 7206, 7402, 7701, 7701, 7686, 7400, 5176, 6644, 6245, 5870, 5328, 5183, 4819, 4846, 3582, 4639, 4604, 4655, 4743, 4630, 4724, 3578, 4537, 4561, 4457, 4247, 3923, 3658, 2564, 3231, 3142, 2913, 2908, 2625, 2502, 1641, 2150, 1921, 1672, 1368, 1169, 894, 509, 493, 380, 266, 177, 115, 61, 32, 35, 11, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00779
710,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 380, 1026, 1099, 1866, 1711, 2958, 3018, 5013, 5164, 8980, 11718, 10649, 15262, 11862, 14975, 10401, 12252, 10711, 7228, 8883, 6254, 7748, 5693, 7061, 5212, 6819, 6679, 4873, 6383, 4646, 6364, 4743, 6216, 4614, 6246, 6099, 4576, 6042, 4485, 5694, 4372, 5518, 5530, 4038, 5202, 3851, 5275, 3669, 4873, 3766, 4889, 4798, 3545, 4874, 3763, 5064, 3997, 5468, 4212, 6034, 6600, 5528, 8154, 6753, 9784, 7662, 10946, 11082, 8067, 10658, 7986, 9983, 6938, 8786, 6191, 7398, 6352, 4125, 4412, 2580, 2633, 1393, 1268, 640, 568, 359, 185, 191, 120, 102, 51, 59, 24, 29, 18, 14, 8, 3, 1, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00782
711,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 625, 1138, 1262, 2330, 3292, 3199, 5739, 8014, 10435, 9602, 14363, 14814, 11196, 13912, 12387, 11126, 7850, 9510, 8911, 6396, 8039, 7570, 7293, 5262, 6612, 6493, 4602, 6359, 6184, 4508, 5975, 5808, 5940, 4448, 5831, 5859, 4334, 5767, 5697, 5634, 4086, 5447, 5268, 3839, 4980, 4918, 4971, 3767, 5136, 5206, 4132, 5857, 6065, 6356, 4871, 6867, 6977, 5360, 7372, 7465, 5580, 7716, 7824, 7665, 5701, 7530, 7259, 5334, 6512, 6391, 6170, 4338, 5778, 5495, 4189, 5336, 5064, 4660, 3237, 3897, 3235, 2194, 2434, 1803, 1235, 655, 538, 305, 135, 105, 70, 43, 18, 17, 14, 5, 4, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00782
712,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 941, 1575, 1207, 1118, 1337, 2310, 3448, 7325, 11183, 15466, 18794, 16940, 21452, 20955, 18796, 16979, 15111, 10873, 12467, 11460, 10422, 9571, 7177, 8492, 8115, 7736, 7542, 7180, 5703, 6935, 6630, 6449, 6215, 4832, 5985, 5872, 5655, 5540, 5213, 4119, 4918, 4632, 4408, 4322, 3377, 4098, 3963, 3924, 3743, 4025, 3353, 4252, 4511, 4933, 5033, 5354, 4652, 5540, 5510, 5451, 5374, 4345, 5285, 5229, 5055, 5348, 5254, 4130, 5205, 4893, 4659, 4097, 2931, 3080, 2789, 2368, 1855, 1454, 890, 813, 568, 339, 258, 107, 91, 57, 28, 22, 16, 9, 10, 6, 5, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00787
713,"[0, 0, 0, 0, 0, 0, 0, 3, 5, 14, 51, 93, 155, 370, 513, 915, 1597, 2515, 4247, 6804, 9772, 12906, 14429, 14477, 13192, 11986, 11045, 12525, 9246, 8406, 8104, 7756, 7438, 7187, 7269, 6959, 6822, 6567, 6307, 6243, 6290, 7753, 6330, 6342, 6452, 6427, 6846, 7030, 7386, 7169, 7259, 6986, 6687, 6136, 5870, 5451, 6679, 5196, 5208, 5232, 5075, 5288, 5316, 5326, 5303, 5239, 5375, 5267, 5446, 5311, 6511, 5126, 5191, 5032, 5104, 5300, 5701, 6139, 6455, 6546, 6708, 6669, 6479, 6146, 7148, 5233, 4827, 4319, 3779, 3236, 2711, 2179, 1951, 1596, 1296, 982, 712, 519, 375, 201, 84, 66, 36, 18, 15, 5, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00787
714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44, 215, 425, 642, 1131, 1171, 2147, 2415, 5028, 5738, 10965, 10882, 17488, 14412, 19449, 14059, 12961, 15968, 11033, 13975, 9901, 12813, 9473, 12696, 9740, 13454, 10324, 10790, 14794, 11773, 16529, 13104, 18468, 14077, 19276, 14049, 17979, 12824, 16944, 11905, 11145, 13022, 8198, 9166, 5555, 6229, 3992, 4081, 2416, 2521, 1457, 1735, 1061, 966, 1090, 751, 937, 649, 799, 494, 583, 412, 447, 294, 386, 250, 241, 294, 182, 233, 171, 174, 119, 144, 103, 100, 65, 54, 88, 49, 61, 31, 44, 20, 25, 15, 23, 15, 11, 8, 8, 7, 8, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00789
715,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 94, 385, 548, 989, 970, 1717, 2307, 2482, 5030, 5453, 10414, 14143, 12761, 18829, 14321, 18147, 12361, 15280, 14203, 10165, 13394, 9947, 13191, 9983, 13439, 13380, 10230, 13991, 10817, 14507, 15665, 12194, 16882, 13099, 17448, 12758, 16790, 16088, 11690, 14906, 10085, 11935, 9431, 5790, 6533, 4136, 4839, 3066, 3358, 2758, 1663, 1909, 1230, 1488, 986, 1211, 1101, 716, 869, 631, 746, 682, 494, 546, 372, 464, 331, 370, 414, 252, 324, 233, 251, 181, 222, 211, 153, 162, 106, 131, 113, 86, 86, 48, 64, 36, 45, 25, 10, 17, 12, 13, 10, 3, 7, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00789
716,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 310, 691, 901, 2048, 2672, 5365, 6385, 11591, 11696, 15966, 12776, 15169, 10879, 12720, 9130, 10620, 8057, 9398, 7080, 8671, 6617, 8245, 6466, 8025, 6244, 7818, 7734, 5948, 7303, 5910, 7370, 5995, 7667, 6615, 8561, 6921, 8850, 6996, 8708, 6843, 8485, 6910, 9085, 7477, 9724, 8164, 10407, 8128, 9626, 7152, 8054, 7015, 4756, 5242, 3779, 4448, 3295, 3850, 3060, 3770, 2924, 3537, 2674, 3365, 2707, 3354, 2628, 3235, 2628, 3246, 2624, 3636, 2844, 3778, 3114, 4016, 3979, 3074, 3443, 2524, 2667, 1676, 1658, 1027, 902, 473, 393, 179, 124, 88, 41, 26, 8, 9, 3, 1, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00790
717,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 320, 756, 1194, 2649, 3552, 5142, 9249, 9766, 11175, 12484, 15272, 11775, 11107, 13033, 9389, 8908, 10186, 7703, 7198, 8591, 6608, 6419, 7906, 6492, 6386, 6475, 8206, 6754, 6774, 8621, 6981, 6920, 8182, 6272, 6096, 7504, 5633, 5980, 6063, 7856, 6780, 7320, 9608, 8192, 8456, 10635, 8495, 8374, 10084, 7500, 7139, 8188, 6073, 5604, 5009, 5403, 3772, 3442, 3931, 3134, 2876, 3489, 2720, 2593, 3033, 2435, 2375, 2310, 2729, 2170, 2178, 2671, 2237, 2172, 2923, 2571, 2665, 3412, 2948, 2978, 3940, 3094, 2973, 2715, 3012, 1934, 1645, 1571, 972, 687, 554, 286, 175, 138, 59, 17, 9, 13, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00790
718,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 406, 1516, 1038, 408, 349, 276, 219, 329, 401, 346, 635, 936, 1092, 2188, 3991, 4649, 9777, 13269, 10950, 14867, 14294, 13511, 9522, 11944, 11347, 8155, 10508, 10178, 7595, 9852, 9930, 7569, 10094, 10677, 8433, 10922, 11009, 8472, 11185, 11279, 8679, 12445, 13411, 10873, 15176, 15877, 16516, 12398, 16785, 16809, 12190, 15592, 14185, 9474, 10561, 8938, 5481, 5874, 4487, 2618, 2664, 2140, 1181, 1121, 883, 411, 395, 227, 122, 111, 76, 40, 23, 19, 14, 7, 11, 8, 2, 5, 3, 4, 3, 2, 3, 6, 5, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00798
719,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 1164, 1217, 988, 740, 1209, 1101, 1434, 956, 902, 1078, 968, 1608, 1735, 3502, 4340, 9573, 9852, 11270, 16021, 11816, 14974, 10588, 13267, 9350, 9039, 11325, 8403, 10994, 8048, 10986, 8385, 11149, 8565, 8696, 11589, 8874, 12621, 9567, 13440, 10552, 14573, 11310, 11319, 15320, 11592, 15434, 11718, 15407, 11081, 10437, 12822, 8745, 10754, 7449, 8908, 5948, 6925, 4459, 3841, 4527, 2786, 3269, 2145, 2355, 1353, 1557, 878, 723, 745, 424, 440, 245, 209, 121, 72, 58, 38, 30, 12, 16, 9, 7, 3, 1, 3, 5, 1, 0, 5, 3, 1, 0, 0, 1, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00798
720,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 655, 1259, 2604, 6740, 16799, 28638, 31070, 25872, 27700, 23259, 19854, 17583, 16294, 15638, 15237, 14456, 13809, 13178, 12881, 10769, 12052, 11369, 10910, 10297, 9877, 9496, 8994, 8565, 8448, 7937, 7496, 7225, 6063, 6724, 6394, 5724, 5058, 4530, 4128, 3787, 3643, 3458, 3321, 3090, 2514, 2841, 2574, 2546, 2413, 2169, 1853, 1735, 1517, 1352, 1143, 947, 822, 644, 597, 505, 433, 371, 321, 255, 238, 171, 147, 140, 123, 90, 89, 83, 51, 40, 46, 30, 23, 25, 23, 19, 14, 12, 6, 12, 8, 3, 4, 5, 7, 3, 2, 4, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00801
721,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 78, 344, 906, 2210, 5803, 14712, 25393, 31735, 31478, 28216, 25418, 22550, 20415, 18738, 16955, 15938, 14389, 14232, 13245, 10616, 12182, 11769, 11315, 11117, 10854, 10355, 9927, 9756, 9267, 8901, 8363, 7863, 7397, 7056, 6576, 6006, 5537, 5087, 4650, 3574, 3878, 3430, 3060, 2721, 2321, 2014, 1760, 1547, 1332, 1213, 988, 913, 808, 696, 572, 483, 463, 386, 316, 250, 245, 215, 197, 184, 142, 138, 100, 73, 86, 63, 63, 58, 56, 42, 34, 23, 20, 27, 23, 11, 20, 15, 8, 9, 6, 10, 7, 9, 8, 6, 6, 3, 2, 4, 3, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00801
722,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 68, 192, 299, 398, 501, 648, 1038, 1543, 2663, 5060, 9137, 14732, 19105, 20192, 18051, 14549, 12125, 10360, 9440, 8424, 8038, 7551, 7151, 6601, 6387, 6211, 6080, 5904, 5786, 5879, 6078, 6097, 6337, 6584, 8771, 7080, 7124, 7075, 6949, 6549, 6416, 6142, 5909, 5556, 4999, 4792, 4573, 4362, 4204, 4047, 4119, 3843, 3961, 3895, 3813, 3828, 3875, 3811, 4020, 4243, 4668, 5146, 5472, 6089, 6653, 7132, 7049, 7078, 6776, 6656, 6365, 6243, 6022, 5907, 6004, 6147, 6045, 5798, 5452, 4727, 4005, 3228, 2601, 2011, 1893, 1148, 805, 600, 404, 265, 192, 107, 61, 31, 20, 16, 9, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00802
723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 78, 141, 233, 396, 577, 1029, 1954, 4001, 7762, 13661, 18472, 19385, 18392, 16193, 14037, 12830, 11645, 8113, 10356, 9436, 9182, 8554, 8528, 8198, 7974, 7849, 7589, 7659, 7442, 7193, 6967, 6765, 6305, 6222, 5926, 5872, 5762, 4251, 5618, 5418, 5351, 5105, 4864, 4823, 4571, 4454, 4393, 4364, 4455, 4431, 4524, 4719, 4741, 5023, 5435, 5907, 6284, 5000, 6818, 7197, 7317, 7156, 7056, 6589, 6489, 6036, 5759, 5596, 5352, 5162, 5019, 4701, 4282, 3944, 3655, 3342, 2881, 1824, 2194, 1817, 1494, 1059, 885, 642, 446, 298, 218, 136, 101, 44, 28, 16, 8, 7, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00802
724,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 59, 166, 598, 1429, 3512, 7086, 14260, 16310, 17990, 16699, 17436, 13106, 11876, 10595, 11288, 8825, 8019, 7694, 8366, 6847, 6799, 6566, 7683, 6451, 6333, 6350, 7403, 6301, 6345, 6471, 7580, 6709, 6682, 6859, 7711, 6571, 6623, 6444, 7553, 6280, 5995, 6170, 7527, 6697, 7059, 7509, 9275, 8343, 8705, 8562, 9437, 7717, 7161, 6595, 6807, 5246, 4785, 4431, 4730, 3934, 3786, 3592, 4140, 3425, 3317, 3103, 3472, 2738, 2411, 2302, 2557, 2166, 2029, 1874, 2119, 1776, 1599, 1605, 1617, 1339, 1150, 1076, 1060, 787, 628, 497, 437, 291, 183, 132, 92, 56, 31, 18, 16, 5, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00805
725,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 2630, 5633, 3436, 1898, 1489, 1427, 1557, 1822, 2532, 3641, 5387, 7392, 9826, 11724, 13181, 13975, 13897, 13931, 13368, 12792, 12527, 12462, 12212, 12098, 12350, 12435, 12697, 13347, 13653, 13537, 13210, 13144, 12426, 11923, 11556, 11140, 10802, 10549, 9973, 9736, 9239, 8668, 8102, 7646, 6972, 6375, 5928, 5456, 4994, 4678, 4388, 3941, 3684, 3291, 3086, 2872, 2543, 2437, 2325, 2192, 2040, 2016, 1983, 1866, 1750, 1759, 1561, 1506, 1412, 1367, 1305, 1146, 1074, 1028, 905, 896, 837, 772, 685, 631, 545, 484, 406, 388, 340, 287, 215, 175, 129, 88, 69, 45, 34, 15, 17, 7, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00805
726,"[0, 0, 0, 0, 0, 1, 113, 1440, 5754, 3023, 1940, 2079, 884, 774, 576, 788, 476, 504, 837, 626, 829, 1600, 1431, 1776, 2411, 5075, 4377, 5521, 10554, 8445, 9512, 15444, 10476, 10471, 10164, 14455, 9074, 8748, 12518, 7933, 7687, 11516, 7449, 7525, 7414, 11101, 7382, 7428, 11222, 7639, 7396, 11227, 7190, 7114, 7215, 10525, 7102, 7076, 10710, 7366, 7537, 11899, 8101, 8186, 8461, 12777, 8576, 8226, 12326, 7993, 7715, 11137, 7014, 6688, 6269, 8456, 5203, 4440, 5509, 3139, 2571, 3133, 1672, 1265, 942, 1131, 535, 356, 344, 155, 112, 103, 33, 30, 14, 18, 9, 0, 4, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00808
727,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 552, 1011, 2662, 6723, 12404, 22543, 25414, 20282, 20530, 17691, 14116, 15018, 13745, 11332, 12134, 11633, 9950, 10841, 10570, 9444, 10993, 11082, 11578, 11303, 14373, 15993, 14673, 16934, 15977, 12806, 13280, 11939, 9739, 9753, 8393, 6031, 5592, 4527, 3518, 3588, 3303, 2793, 3085, 2760, 2399, 2777, 2521, 2183, 2303, 2222, 1900, 2005, 1856, 1576, 1586, 1498, 1259, 1339, 1279, 1012, 1106, 1031, 801, 911, 907, 753, 727, 668, 541, 483, 446, 308, 292, 199, 136, 109, 45, 15, 23, 11, 5, 9, 5, 4, 6, 5, 4, 5, 3, 0, 2, 2, 4, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00808
728,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 47, 114, 228, 370, 664, 1055, 1575, 2338, 3473, 5002, 7138, 9523, 12134, 10343, 14909, 15156, 14835, 13940, 12481, 11367, 10628, 9590, 8816, 8606, 8280, 7798, 7401, 7069, 6958, 6891, 6844, 6840, 7009, 5135, 6940, 6931, 7354, 7384, 7364, 7223, 7187, 7166, 7006, 6536, 6321, 6056, 6009, 6032, 6316, 6633, 6955, 7658, 8248, 6590, 9329, 9559, 9928, 9896, 9604, 9097, 8663, 8090, 7222, 6322, 5769, 4933, 4427, 3764, 3340, 2851, 2516, 2335, 2023, 1425, 1769, 1577, 1379, 1065, 786, 613, 420, 296, 173, 130, 96, 38, 31, 18, 12, 8, 7, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00817
729,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 139, 267, 447, 494, 947, 1479, 1579, 2869, 4136, 4256, 7710, 10185, 9568, 14717, 16280, 16453, 12046, 14942, 13787, 9553, 12004, 11478, 8090, 9772, 9539, 6649, 8370, 8100, 5997, 7783, 7649, 7617, 5722, 7720, 7726, 5907, 8311, 8310, 6307, 8546, 8682, 6560, 8457, 8048, 7789, 5454, 7090, 6457, 4734, 6106, 5997, 4540, 6281, 6565, 5229, 7336, 7620, 6013, 8343, 8196, 8380, 5970, 7407, 6673, 4584, 5475, 4861, 3208, 3816, 3284, 2169, 2595, 2348, 2000, 1351, 1792, 1550, 1004, 1114, 943, 515, 615, 419, 232, 241, 138, 73, 85, 51, 35, 11, 12, 7, 6, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00817
730,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 230, 424, 1146, 1930, 4576, 6759, 12776, 14146, 17990, 14272, 12341, 13172, 10109, 11722, 9021, 10076, 7713, 8483, 6593, 6262, 7291, 5897, 6948, 5510, 6584, 5472, 6742, 5467, 6735, 5477, 5417, 6073, 4933, 5584, 4371, 4966, 4005, 4737, 3903, 4075, 4963, 4420, 6176, 6108, 9147, 9047, 12722, 11476, 13567, 10502, 9531, 9861, 7244, 8067, 5870, 6426, 4845, 5408, 4171, 3801, 4238, 3149, 3580, 2720, 3217, 2582, 3172, 2708, 3253, 2794, 2777, 3348, 2867, 3538, 2909, 3605, 2877, 3444, 2784, 2710, 3108, 2393, 2555, 1869, 1915, 1229, 1234, 702, 565, 293, 229, 155, 70, 49, 25, 15, 5, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00818
