,features,timepoint,subject
396,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1575, 3815, 3111, 3041, 3972, 3588, 4126, 6327, 6339, 7558, 11072, 9717, 10294, 12924, 9882, 9361, 10915, 8127, 7832, 9276, 6833, 6583, 7903, 6410, 6107, 7332, 5800, 5773, 7083, 5849, 5825, 7108, 5885, 7421, 5951, 5934, 7641, 6157, 6246, 7719, 6315, 6219, 8241, 6449, 6380, 7706, 6164, 6001, 7417, 6075, 6015, 7463, 6063, 6046, 7615, 6091, 6212, 7966, 6495, 6483, 8061, 6606, 6389, 8193, 6470, 6289, 7667, 5818, 5590, 6484, 4900, 4592, 5243, 3871, 3491, 3769, 2411, 2034, 2012, 1164, 960, 791, 459, 353, 174, 118, 93, 38, 32, 34, 16, 11, 8, 5, 4, 7, 3, 3, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00427
397,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 72, 216, 337, 309, 562, 671, 1131, 1770, 1989, 4203, 6593, 10215, 10309, 16760, 18046, 17793, 12488, 16179, 15137, 14693, 14386, 10580, 13986, 13704, 13666, 10711, 14727, 15350, 16329, 12874, 18266, 19954, 21697, 22651, 17188, 22159, 20415, 18200, 11870, 13548, 10704, 8316, 4993, 5308, 3782, 2704, 1847, 919, 781, 458, 202, 70, 70, 18, 9, 4, 7, 11, 6, 7, 3, 5, 6, 1, 1, 1, 3, 2, 5, 3, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00427
398,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 1881, 1027, 1041, 1563, 3324, 5194, 11023, 16877, 30152, 32327, 23321, 24151, 19595, 22499, 18943, 21778, 18436, 21719, 18845, 22249, 20218, 25902, 24907, 31476, 24893, 22572, 16875, 10662, 8796, 4714, 2884, 993, 565, 195, 87, 36, 30, 8, 9, 3, 4, 3, 3, 2, 3, 2, 0, 3, 1, 3, 1, 1, 3, 0, 2, 4, 0, 2, 1, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00428
399,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 450, 1110, 519, 560, 690, 932, 901, 1418, 1940, 2736, 4111, 4327, 8480, 12785, 17476, 14702, 19340, 17769, 15660, 10869, 13779, 13263, 12923, 12706, 9231, 12478, 12469, 12714, 9645, 13216, 13453, 13674, 10303, 14170, 15010, 16116, 17620, 14441, 20564, 20972, 20043, 13693, 15297, 12539, 10488, 7839, 4594, 4502, 2972, 1911, 915, 766, 395, 220, 101, 80, 40, 25, 12, 7, 4, 6, 2, 0, 1, 1, 3, 2, 2, 1, 0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00428
400,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11376, 21451, 28572, 41727, 31886, 27912, 25288, 29355, 21143, 19774, 19095, 22264, 16253, 15063, 14556, 17382, 13675, 13561, 12322, 13279, 8937, 7479, 6575, 7288, 5203, 4731, 4197, 4719, 3298, 2986, 2854, 3095, 2242, 2073, 2028, 2158, 1624, 1583, 1545, 1857, 1396, 1334, 1297, 1416, 1096, 1103, 966, 1091, 765, 752, 652, 722, 560, 520, 484, 616, 483, 427, 422, 536, 368, 310, 306, 340, 206, 187, 167, 192, 118, 117, 93, 111, 61, 48, 61, 59, 43, 23, 18, 26, 14, 13, 16, 6, 9, 8, 9, 7, 2, 3, 2, 4, 0, 1, 2, 4, 1, 0, 0, 0, 1, 0, 0, 0]",1,00433
401,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2444, 2495, 4068, 4377, 7635, 10681, 10938, 16490, 18316, 14775, 17685, 16340, 12145, 13732, 12519, 9324, 10742, 8084, 9619, 9162, 7065, 8513, 8256, 6591, 8301, 8113, 6399, 8458, 6879, 8532, 8578, 6996, 8724, 8800, 6940, 8570, 8635, 6815, 8318, 8399, 6670, 8195, 6564, 8155, 7974, 6578, 8035, 8108, 6432, 8102, 8244, 6505, 7627, 5718, 6464, 5399, 3660, 3831, 3066, 1969, 1899, 1503, 1004, 1020, 902, 651, 701, 549, 595, 556, 467, 570, 515, 371, 474, 414, 355, 421, 286, 313, 307, 228, 249, 211, 137, 155, 105, 80, 64, 44, 29, 25, 19, 11, 7, 4, 4, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00433
402,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 221, 515, 452, 596, 989, 1023, 1444, 2848, 3408, 5470, 11563, 12992, 15548, 22782, 16750, 16585, 21434, 15435, 14888, 18798, 13613, 13513, 18480, 13949, 14318, 19618, 14807, 15074, 19595, 14147, 13204, 16005, 11436, 11059, 14307, 10354, 9805, 12089, 7983, 6873, 8011, 5250, 4785, 5534, 3591, 3241, 2934, 3469, 2167, 2007, 2394, 1544, 1312, 1622, 1048, 866, 1063, 704, 625, 720, 455, 429, 532, 363, 349, 382, 254, 280, 292, 214, 189, 201, 146, 132, 184, 99, 92, 114, 57, 51, 59, 42, 38, 34, 26, 18, 18, 9, 13, 7, 3, 7, 5, 4, 3, 3, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00434
403,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 407, 1097, 2674, 4146, 10381, 16640, 21751, 26699, 22591, 24877, 19132, 20030, 15228, 13798, 14930, 11495, 13153, 10880, 10549, 12073, 10070, 11465, 9545, 11167, 9322, 9560, 11362, 10121, 12058, 10802, 11577, 13512, 11346, 12993, 10514, 11002, 7977, 6909, 6748, 5001, 4913, 3469, 3432, 2504, 2340, 2231, 1699, 1790, 1272, 1161, 1204, 865, 847, 608, 628, 490, 470, 500, 402, 441, 350, 385, 297, 315, 326, 293, 300, 280, 252, 273, 232, 256, 177, 203, 163, 131, 146, 115, 113, 81, 73, 79, 47, 59, 37, 36, 28, 18, 16, 15, 13, 9, 10, 7, 3, 3, 1, 5, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00434
404,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 560, 1885, 1515, 2280, 2170, 2898, 2625, 3738, 3966, 6614, 6896, 11047, 11216, 17348, 16698, 22505, 17418, 18812, 12554, 13497, 11992, 8863, 10418, 7638, 9137, 7356, 9060, 7376, 9695, 8086, 10830, 8806, 11234, 8621, 10422, 7978, 9403, 7503, 9163, 7350, 9519, 7873, 10292, 8414, 10528, 10026, 7813, 9696, 8023, 10384, 8794, 11617, 8769, 10275, 6686, 6235, 3527, 2636, 1141, 784, 329, 256, 170, 150, 100, 84, 67, 81, 46, 66, 47, 44, 47, 20, 28, 24, 24, 18, 27, 12, 21, 20, 6, 20, 8, 10, 9, 1, 9, 5, 8, 3, 1, 3, 4, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00435
405,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 145, 871, 1616, 2284, 2903, 3359, 4847, 4892, 6447, 7836, 9154, 10746, 12605, 15404, 22732, 19795, 19253, 17740, 15319, 13825, 12801, 11723, 10947, 13104, 9741, 9468, 9536, 9983, 10471, 10941, 11180, 14313, 11498, 11154, 11042, 11024, 10708, 10225, 10200, 12227, 9675, 9459, 9528, 9477, 9374, 8794, 7785, 6911, 7103, 4489, 3400, 2530, 1875, 1445, 1107, 812, 804, 492, 394, 318, 321, 234, 204, 184, 205, 120, 133, 125, 90, 84, 78, 53, 60, 50, 48, 39, 33, 9, 15, 14, 15, 14, 9, 6, 3, 4, 0, 1, 5, 3, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00435
406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 1095, 2456, 4434, 8600, 15991, 24703, 28602, 28351, 26239, 23472, 20962, 18639, 19656, 15457, 14465, 13664, 13127, 12481, 11974, 11593, 11433, 11248, 11035, 11103, 10741, 10678, 10304, 10060, 9731, 9475, 9425, 8985, 8646, 8519, 8323, 8432, 7693, 6265, 4577, 3631, 2969, 2325, 1622, 1097, 931, 700, 611, 512, 451, 440, 357, 319, 311, 292, 289, 242, 217, 157, 167, 152, 123, 121, 146, 100, 89, 63, 85, 73, 67, 61, 65, 49, 54, 40, 45, 50, 38, 40, 28, 19, 24, 19, 16, 13, 7, 9, 12, 8, 3, 5, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00437
407,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 292, 917, 2073, 4747, 10502, 18929, 25795, 27776, 26458, 23742, 21679, 19352, 17563, 16089, 14731, 13748, 12711, 11926, 11394, 10942, 10421, 10205, 9953, 10011, 10081, 10278, 10345, 10267, 8681, 10243, 10159, 9988, 10127, 9884, 9837, 9199, 8509, 7458, 6606, 5434, 4564, 3821, 3248, 2784, 2369, 2052, 1729, 1447, 1328, 1108, 963, 871, 734, 663, 570, 467, 488, 367, 334, 302, 305, 222, 237, 200, 192, 151, 154, 130, 109, 100, 87, 93, 57, 71, 73, 58, 50, 40, 42, 43, 41, 28, 29, 33, 23, 21, 18, 17, 13, 10, 13, 5, 10, 8, 5, 8, 4, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00437
408,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 72, 146, 211, 475, 644, 1685, 3375, 4182, 8238, 8086, 13129, 10877, 14924, 14935, 10764, 13643, 9547, 12039, 8520, 11089, 11004, 8214, 10775, 7889, 10507, 10270, 7461, 9652, 6742, 8599, 6024, 7746, 7425, 5364, 6792, 5016, 6405, 6260, 4525, 6055, 4310, 5716, 4114, 5420, 5282, 3861, 5048, 3690, 4905, 3651, 4606, 4587, 3392, 4602, 3486, 4911, 5106, 4130, 5862, 4719, 6679, 5234, 7302, 7467, 5522, 7532, 5556, 7392, 5360, 6747, 6546, 4534, 5891, 4181, 5196, 4838, 3421, 4245, 2840, 3403, 2260, 2550, 1837, 1110, 1119, 645, 607, 458, 230, 198, 104, 107, 44, 42, 31, 12, 7, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00438
409,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 59, 149, 596, 1996, 5290, 10560, 16155, 20008, 20810, 19303, 14623, 16208, 15800, 15269, 14388, 13168, 12089, 10929, 10031, 8000, 9045, 8754, 8567, 8446, 8058, 7866, 7757, 7694, 6265, 7101, 6898, 6620, 6374, 6305, 6144, 6343, 6534, 6023, 8428, 9644, 10579, 10497, 9687, 8585, 7605, 6513, 4860, 5310, 4777, 4256, 4119, 3778, 3480, 3195, 2939, 2268, 2703, 2411, 2412, 2250, 2118, 2065, 1879, 1879, 1530, 1803, 1652, 1680, 1697, 1517, 1521, 1491, 1483, 1203, 1363, 1303, 1204, 1150, 1103, 959, 941, 815, 625, 585, 529, 414, 325, 203, 157, 94, 59, 24, 35, 20, 10, 9, 7, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00438
410,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 313, 368, 699, 752, 536, 614, 738, 968, 1971, 3589, 4991, 9936, 15782, 16155, 21237, 19775, 13673, 14727, 13269, 9442, 11083, 10482, 8004, 9707, 9663, 7620, 9881, 10625, 9022, 12447, 14441, 12810, 17282, 17719, 14329, 17915, 18067, 14419, 18095, 18035, 13655, 16046, 14624, 10313, 11331, 9556, 6286, 6261, 4667, 2718, 2282, 1339, 611, 430, 230, 96, 67, 35, 23, 19, 19, 12, 15, 13, 9, 9, 10, 8, 10, 8, 6, 7, 8, 2, 4, 3, 1, 1, 1, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00442
411,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 192, 866, 2550, 6985, 9323, 11311, 15990, 15799, 17945, 23230, 19090, 18306, 21090, 16987, 16524, 18938, 15503, 15071, 17635, 14098, 14243, 17074, 14530, 14888, 18029, 14902, 13921, 15289, 11636, 10422, 10950, 8317, 7481, 7843, 5814, 5315, 5608, 4201, 3797, 4200, 3140, 2780, 3053, 2304, 2207, 2253, 1640, 1460, 1547, 1100, 940, 866, 669, 543, 452, 320, 239, 204, 118, 77, 57, 56, 25, 16, 13, 7, 4, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00442
412,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 181, 292, 681, 822, 1391, 2841, 3685, 5697, 10657, 11607, 14561, 20937, 17178, 16114, 14404, 15439, 10459, 9027, 10049, 7075, 6479, 7395, 5482, 5338, 6295, 4845, 4622, 5792, 4452, 4460, 5350, 4317, 4214, 5175, 4081, 4099, 5096, 4142, 4034, 4054, 5158, 4075, 4174, 5239, 4279, 4550, 5867, 4853, 5034, 6491, 5472, 5635, 7526, 6235, 6312, 8377, 6975, 7166, 8958, 7214, 7192, 8859, 7085, 7109, 7010, 8675, 6926, 6541, 8018, 6205, 5924, 6951, 5179, 4747, 5234, 3645, 3034, 3038, 1931, 1557, 1451, 864, 636, 546, 337, 246, 198, 126, 74, 55, 47, 27, 15, 12, 10, 4, 5, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00446
413,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 117, 237, 495, 796, 1503, 2710, 4661, 6205, 12097, 17334, 21225, 21675, 20087, 17049, 14348, 9890, 11023, 9774, 8703, 7891, 7315, 6755, 6318, 4829, 5922, 5731, 5492, 5241, 5417, 5125, 4034, 5099, 5068, 4959, 5009, 4921, 4847, 5007, 3878, 4938, 5026, 5263, 5362, 5493, 5538, 5886, 5030, 6148, 6404, 6485, 6345, 6450, 6261, 4876, 6265, 5915, 5965, 6071, 5847, 5881, 5738, 4626, 5844, 5909, 5819, 5823, 5878, 5636, 5422, 4332, 5217, 5019, 4741, 4533, 4136, 3892, 2937, 3123, 2821, 2232, 1718, 1453, 1119, 816, 526, 529, 405, 348, 303, 227, 207, 152, 88, 93, 32, 18, 15, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00446
414,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 93, 198, 298, 491, 1002, 1151, 1815, 3128, 5033, 10478, 13296, 18208, 21730, 27645, 20466, 18999, 17473, 16752, 20441, 16312, 16412, 16202, 19509, 15292, 14844, 14728, 14528, 17992, 14688, 15331, 16246, 21391, 16581, 15542, 13773, 12329, 12802, 8096, 6372, 4929, 3536, 2845, 1333, 802, 421, 259, 75, 45, 18, 11, 9, 9, 1, 3, 2, 1, 4, 6, 2, 3, 0, 5, 0, 1, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00447
415,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55, 126, 547, 675, 884, 1589, 1736, 2540, 5038, 6471, 9668, 13445, 20991, 18462, 19282, 23482, 17518, 16193, 18729, 14155, 13444, 13310, 16168, 12786, 13058, 16509, 13234, 13653, 17456, 14342, 15215, 16420, 20970, 15732, 15246, 17032, 11859, 10207, 10737, 6808, 5775, 4690, 5080, 3449, 3175, 3394, 2351, 1993, 2103, 1237, 1039, 669, 567, 253, 178, 122, 69, 33, 21, 4, 0, 2, 2, 0, 1, 3, 3, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00447
416,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 934, 1546, 1220, 1581, 1432, 2420, 3709, 4386, 8121, 9090, 14535, 13574, 17203, 15685, 10930, 11995, 8903, 9869, 7294, 8583, 7882, 5873, 7117, 5560, 6573, 5290, 6636, 6547, 5287, 6758, 5343, 6727, 5583, 7127, 6974, 5693, 7106, 5579, 7053, 5378, 6707, 5280, 6614, 6454, 5270, 6792, 5777, 7509, 6158, 7594, 7228, 5395, 6291, 4684, 5914, 4727, 6213, 6382, 5323, 6827, 5723, 7133, 5869, 7411, 7453, 5789, 7079, 5504, 6351, 4962, 5953, 5555, 4390, 5190, 3842, 4407, 3222, 3510, 2937, 1907, 1874, 1142, 1006, 557, 436, 277, 115, 83, 31, 21, 9, 9, 6, 6, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00448
417,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 280, 510, 783, 1434, 1957, 3882, 6317, 7703, 12166, 14206, 15216, 13089, 14603, 13238, 11912, 9311, 10250, 9400, 7461, 8330, 7994, 7964, 6503, 7630, 7634, 6266, 7367, 7349, 7080, 5933, 6878, 6806, 5601, 6781, 6712, 6786, 5747, 7001, 7219, 7215, 6162, 7580, 7656, 6528, 7923, 8173, 7921, 6742, 8080, 8030, 6565, 7726, 7625, 7669, 5934, 7167, 7032, 5703, 6601, 6584, 6241, 4850, 5510, 5070, 4679, 3586, 3921, 3559, 2821, 3105, 2638, 2487, 1868, 2200, 2094, 1564, 1804, 1617, 1518, 1148, 1249, 1091, 712, 762, 569, 384, 246, 199, 124, 80, 39, 43, 25, 12, 8, 3, 7, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00448
418,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 174, 535, 1300, 5763, 14169, 25101, 37631, 31526, 28451, 28362, 20102, 17188, 17250, 12932, 11439, 10345, 10879, 8721, 8292, 9148, 7649, 7588, 8269, 7111, 6821, 7505, 6316, 6142, 6990, 6148, 6080, 7632, 6609, 6727, 8247, 6840, 6935, 8110, 6915, 6608, 6250, 7081, 5664, 5187, 5595, 4386, 3925, 4008, 2945, 2533, 2486, 1953, 1712, 1799, 1280, 1192, 1331, 1003, 1018, 1078, 842, 779, 909, 705, 644, 616, 663, 488, 442, 497, 347, 293, 300, 234, 203, 188, 136, 115, 108, 86, 66, 67, 37, 43, 37, 33, 22, 27, 23, 16, 10, 8, 7, 6, 5, 4, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00450
419,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 443, 724, 1100, 2123, 2913, 6586, 9670, 19842, 22443, 30006, 24469, 21518, 21117, 14459, 15190, 10657, 11721, 8869, 10181, 7951, 9471, 7686, 7405, 8741, 7075, 8471, 7009, 8602, 7079, 8392, 7216, 6822, 7913, 6739, 7705, 6444, 7632, 6225, 7428, 6269, 7605, 6319, 6083, 7218, 5930, 7091, 5957, 7085, 5632, 6675, 5256, 5119, 5797, 4367, 4672, 3579, 3809, 2630, 2764, 2062, 1972, 1483, 1148, 1249, 875, 877, 648, 699, 504, 491, 363, 293, 361, 246, 319, 221, 231, 181, 208, 191, 212, 143, 170, 165, 126, 126, 109, 107, 54, 68, 44, 40, 32, 27, 21, 18, 7, 7, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00450
420,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 279, 725, 1525, 2863, 3656, 7005, 9313, 11153, 12049, 9610, 11430, 10820, 10413, 10091, 7722, 9510, 9394, 9025, 8903, 7186, 9048, 8907, 8910, 8583, 8617, 6644, 8291, 8445, 8551, 8443, 6899, 8731, 8776, 8776, 8813, 7165, 8960, 8805, 8759, 8757, 6702, 8232, 7864, 7609, 7253, 6872, 5346, 6404, 5994, 5549, 5394, 3869, 4492, 4365, 4028, 3955, 2959, 3603, 3792, 3653, 3625, 3025, 3701, 3884, 3942, 4205, 4171, 3588, 4521, 4610, 4530, 4674, 3653, 4555, 4090, 3912, 3536, 2441, 2600, 2212, 1743, 1316, 1066, 598, 639, 477, 366, 232, 137, 124, 86, 53, 35, 18, 13, 8, 3, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00451
421,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 664, 1271, 1933, 3119, 3803, 6516, 9314, 11604, 11186, 14159, 13498, 13149, 10269, 11590, 11217, 10799, 8777, 10521, 10201, 10451, 8978, 10454, 10593, 10425, 8530, 10240, 10193, 8502, 10277, 10323, 10657, 9050, 11414, 11901, 12287, 10670, 12857, 13360, 13409, 11177, 13353, 13209, 12735, 10530, 11856, 11185, 9898, 6918, 6752, 5333, 3449, 3257, 2446, 1846, 1114, 1155, 894, 693, 503, 540, 469, 378, 296, 331, 325, 284, 223, 228, 238, 209, 162, 141, 166, 148, 93, 131, 111, 89, 108, 86, 94, 67, 73, 69, 58, 29, 46, 30, 19, 20, 14, 21, 10, 8, 6, 10, 2, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00451
422,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 133, 425, 802, 1391, 2561, 3270, 6449, 9980, 14434, 18094, 20289, 20523, 19667, 17982, 15971, 11467, 12990, 11775, 10959, 10439, 10152, 9972, 9584, 9333, 9170, 7254, 8737, 8141, 7747, 7535, 7240, 7038, 6668, 6616, 6356, 5035, 6240, 6017, 6223, 6216, 6126, 6031, 6017, 5948, 6036, 4826, 6041, 6061, 6114, 6082, 5797, 5700, 5386, 5013, 4744, 3582, 4151, 3881, 3726, 3479, 3411, 3283, 3150, 3098, 2856, 2225, 2531, 2435, 2252, 2043, 2076, 1927, 1865, 1867, 1678, 1168, 1343, 1262, 1100, 951, 877, 673, 556, 386, 371, 226, 218, 181, 117, 76, 57, 42, 27, 9, 8, 4, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00453
423,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 414, 784, 1071, 1167, 2241, 2547, 4634, 5100, 9092, 12074, 11828, 16804, 13983, 16744, 15115, 11250, 12674, 9528, 11048, 8286, 9806, 9306, 7186, 8570, 6652, 8114, 6199, 7659, 7525, 5882, 7245, 5923, 7039, 6986, 5288, 6598, 5028, 6123, 4953, 6059, 6321, 5148, 6361, 5049, 6384, 4840, 6190, 6183, 5056, 6335, 5171, 6733, 6907, 5604, 7147, 5970, 7655, 6387, 8396, 8527, 6757, 8376, 6916, 8413, 8117, 6252, 7373, 5319, 5700, 3708, 3639, 2578, 1547, 1546, 1007, 1009, 656, 623, 427, 259, 240, 141, 125, 76, 40, 38, 15, 14, 13, 10, 3, 4, 6, 4, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00453
